username,rating,comment
phipz08,5,"Product Quality:very good
Performance:very good
Best Feature:workout and heart rate

So excited to use it and when i did, it did not fail me. It serves well its purpose and that what matters most.."
a*****9,5,"Product Quality:good and nice
Performance:good, working normally

Fast and safe delivery Tama Naman ang naideliver na product sa akin no damage working normally complete maganda sakto Lang thanks seller"
honeybeesknees,5,"Performance:Easy to pair.
Product Quality:High

Thank you. I got the free Smart Band and it is the correct color. Well packed. Easy to pair to my iphone."
kadzhar,5,"Performance:all ok
Best Feature:always on display
Product Quality:all good

I have to buy this kasi nasira yung Mi band 6 ko na nalowbat sa loob ng dagat di na ma on ang display pero my vibration. I dont know what happened pero this mi band 7 is bang for the buck malaki na kunti yung screen sa mi band 6 tingnan niyo sa vid ang difference."
psbone17,5,"Performance:Great
Product Quality:Great
Best Feature:Bigger watch face

I have the 6 but my aging eyes needed a bigger screen and I love this brand so I got the 7, even using a P500 off voucher for a great deal. Doesn't dissapoint, I really just use this as a watch, the extra features, more workout modes are great, are just bonuses. Love changing straps as there's so much to choose from. Have yet to get it wet but the 6 has been in showers constantly and survives, expect the same. Highly recommend!"
artbreaker,5,"Performance:Good item
Best Feature:Orig band 7
Product Quality:Authentic

Item delivered in good condition. Delivered on time and well packed. Will defenitely order to this seller.  Thank you again to this item. My wife really loves it."
a*****o,5,"Best Feature:design
Product Quality:great
Performance:awesome

Madali lang i set up and madaming features ang pwede magamit. Pinaka nakakatuwa ay yung monitoring of heart rate as well as sleep"
nylron27,5,"Legit. Excellent quality. Wrapped safely. Shipped immediately. Thank you seller. I thought there will be a free screen protector for the band. Anyways, thank you!"
hanbyeol99,5,"Product Quality:⭐⭐⭐⭐⭐
Performance:⭐⭐⭐⭐⭐
Best Feature:⭐⭐⭐⭐⭐

I've been using it for about 3 weeks now and I am super happy with the quality and its features. I love that the fact the the item is water resistant and there's many option/skin to use ❤️"
p.a.s.,5,"Great quality! The watch itself is great. Bigger screen, bigger battery life. Because of its new gpu, custom watchfaces are great (see video). You can run games, animated watchfaces, even a calculator! because of its size, previous band straps will be hard to fit
Battery can last up to a week, not 2"
mawoon4,5,"Performance:Has awesome features for it's price.
Best Feature:Steps tracking and Workout Mode
Product Quality:High quality.

Salamat sa seller and delivery man. No dents even sa box. I am very happy about the product."
m*****6,5,"Performance:So far so good!
Best Feature:lightweight and durable
Product Quality:Great! 10/10

Got it a day late but it's not a big deal. The parcel was secured and well packed. I ordered it for my friend and so far he's loving it. Hopefully it will last him long."
b*****p,5,"10/10 Ganda walang damage. Sulit ang pera, reco tong watch at shop nato...

Matagal malobat maganda ang display sure na magugustuhan nyo din.

Mas maganda to kesa sa oppo na ganito..."
d*****c,5,"Performance:good
Best Feature:good
Product Quality:good

Aju nice!!! Maganda and complete orders ko. Thank you so much seller! Will definitely order again sa shop na ito. Kagad din dumating parcel ko. Excellent quality, very accommodating seller. Well packed.."
c*****6,5,"Performance:quite good
Best Feature:the sleep monitoring
Product Quality:quite good

Its my first Mi band ever and it took 14 days when I received the product, I used the product for 1 week with 100% full battery. I just noticed that when you walk outdoor it will takes 4-5 mins before it sense that your walking outside, other features are also good im still exploring the Mi band 7."
s*****e,5,"So glad I did get to order this during their promo, good price and better upgrade from mi band 5. Bigger screen and great functions. Also love the color of the free band I got"
mrqzpol,5,"Performance:good
Best Feature:good
Product Quality:good

Received item complete and in good condition. Quality exceeds expectations, will surely order again thanks seller thanks shopee!"
8ophia,5,"Product Quality:seems high quality, the box was clean and product was well-packaged
Performance:runs smoothly and battery seems to have a long life
Best Feature:the sleep feature was very accurate! really excited for this producg"
jnezorg.2020,5,"Product Quality:excellent
Performance:superb
Best Feature:wide screen lasting battery..

3rd band from 5, 6 & lastly 7... Thanks Xiaomi....!"
l*****o,5,"Performance:Superb!
Best Feature:Movement Tracking
Product Quality:Premium

Got it on sale last 11.11 and been using the item for 2 weeks now. it's my first time to use a smartwatch and I am amazed by its functionality. It helps me to stay active throughout the day. I can also receive real-time notifications anytime, anywhere."
m*****t,5,"Performance:Very Good
Best Feature:Original
Product Quality:Original

It's good. I like it ❤"
k*****0,5,"Performance:Excellent
Best Feature:New Specs
Product Quality:Best

This is the 3rd time to bought in this shop. As expected genuine items from Xiaomi and it took a while for the delvoery due to christmas season. totally secure the items already in a box and wrapped with bubble wrap."
r*****m,4,Received the item's box with no dents or scratches. I would have appreciated if the seller sent a picture before the item was shipped. The product it self was good. Hope my wife likes this.
nagtalonhannahjane,5,"Performance:quick response
Best Feature:more options; UI ; graphic design
Product Quality:durable

I have MiBand 4 & MiBand 6. So far, 4 still the best for me dahil sa battery life. MiBand 7 is the same as the other MiBand pagdating sa Battery Life. I start my day with 100% when I used it as wrist watch lang, no activity but by evening, 83% agad. Pero kung features lang sobrang dami."
m*****n,5,HONEST REVIEW: Received the item in good condition. Took less than a week(4 days to be exact) sa shipping but it’s understandable since to ship to pangasinan area. I love that so flavorful sa unang hipak! Hopefully until the last hipak flavorful siya. Would definitely order again and quality is nice! Sana durable din siya. 1st time purchase kay seller! Will absolutely recommend this store to my friends and how great of a deal it is!
don.wilson,5,"Product Quality:Excellent
Performance:Superb
Best Feature:With Clip

Grabe NAPAKA SARAP!

CRÈME BRÛLÉE na CRÈME BRÛLÉE talaga yung lasa, slight mentholated

CHOLO'S Nambawan! Urbanmist Nambawan!

Must have dispo tlaga!

Thank you!"
alrenzomuchellas,5,"Product Quality:Excellent
Best Feature:Quality and customer service
Performance:Excellent

Great quality and customer service responds quickly. Cholo's blend does not disappoint. Highly recommend store. Will surely buy again in this store. Thank you seller!"
victoriacolin,5,"Performance:very good
Best Feature:excellent
Product Quality:very good

Thank you sa shopee and sa seller, napaka accomodating and trusted shop pa.. i will definitely order again.."
s*****r,5,Almost 15 days passed before I posted my review because I wanted to make sure that I have used the items first before rating. And so far so good. Flavorful with the right amount of menthol. No issues with the items. Seller sends pictures before shipping. Fast ship out and delivery.
k*****z,5,Working nman yung vape. Sarap pa ng flavor. Sana lagi kayo may stock. Fast shipping din. Thank you seller. Will buy again soon.
m*****s,5,"Performance:good
Best Feature:good
Product Quality:good

Ok design and size. Working. Matamis lang sya and d ko mahanap ung menthol sa lasa. Pero all goods baman"
k*****z,5,Working nman yung vape. Sarap pa ng flavor. Sana lagi kayo may stock. Fast shipping din. Thank you seller. Will buy again soon.
zmiracle,5,"Performance:good quality

The item is safe. Well packaged. The flavor is good too. It is legit! Thank you seller. Will order again soon."
k*****z,5,The best ang lasa. Worth the price nman sya. Sana tumagal din. Thank you seller sana lagi kayong may stocks. Bili ulit ako.
jstnsbstnn,5,"Performance:SOLID
Best Feature:HIGHLY RECOMMEND
Product Quality:SOLID

Will order again!!!! THANKYOU SELLER! Sa uulitin ❤️❤️What u see is what youu get🫶🏻🫶🏻 DITO NA KO OORDERE❤️❤️"
raesiao,5,"Product Quality:Efficient
Performance:Great
Best Feature:Design and flavor

Well-wrapped, fast shipment, design and color looks really cute! Love the flavor! Worth the hype. Thank you."
k*****z,5,Working nman yung vape. Sarap pa ng flavor. Sana lagi kayo may stock. Fast shipping din. Thank you seller. Will buy again soon.
arjaydominique,5,"Product Quality:sobrang sarap
Performance:sobrang sarap
Best Feature:solid

Sana tumagal saken to sarap ng lasa"
erickj1226,5,"Performance:10/10
Best Feature:ganda ng hitsura
Product Quality:allgoods

magagalit sana ako sa rider kasi gabi na wala pa, umattend daw pala ng openning ng helmet shop para makahingi sticker sa mga vloggers😂"
arjaydominique,5,"Performance:good
Best Feature:good
Product Quality:yea

Yes i"
fameone,5,"Performance:good
Product Quality:legit

Good. Will buy again if they have better service. The seller dont respond to prior inquiries. Poor customer service but product is legit."
ronicklez,1,1 day after nalobat. Tpos ndi n ngccharge. Sayang pera
m*****s,5,"Performance:good
Best Feature:good
Product Quality:good

Second time order. Thanks po"
terroxas3,5,"Performance:10
Best Feature:10
Product Quality:10

shipped immediately, secured package & very accomodating seller."
k*****l,5,"Best Feature:Flavor
Product Quality:10/10
Performance:10/10

SARAP NG CREME BRULEE GRABEEEE CHOLOS NAMBAWAN!"
chloefrirz,5,"Best Feature:exclllent
Performance:nice
Product Quality:excellent"
b*****n,5,"Performance:100%

amazing quality i love it so much so cool so gorgeous so breathtaking(legit) i wish i knew i wish i knew you wanted me i wish upon a star"
o*****9,5,"Performance:⭐️⭐️⭐️⭐️⭐️
Best Feature:⭐️⭐️⭐️⭐️⭐️
Product Quality:⭐️⭐️⭐️⭐️⭐️

good taste Legit I will Order again"
marknelvicplaza,5,"Performance:10/10
Best Feature:10/10
Product Quality:good quality"
jerrielj,5,"Best Feature:👍🏼👍🏼👍🏼
Product Quality:👍🏼👍🏼👍🏼👍🏼
Performance:👍🏼👍🏼👍🏼

Lasang creme brulee whahahaahha"
banzonxjun27,5,"Parang di ko kayang mag pastry, parang sa flavored dispo lang sguro ako kasi if sa pastry parang susuka ako, pero thankyou paring seller"
terroxas3,5,"Performance:10
Best Feature:Quality & Flavor
Product Quality:10"
yuanbuenaflor,5,Legit talaga s shop na to..
biancacabatana,5,Panalo ayun nahulog sa kanal pag open
xandrae1988,5,"Best Feature:camera
Product Quality:excellent
Performance:as expected for an oppo phone

Good for the price! Gusto ng yaya ko and okey na okey ang quality. Good buy and working well! Thank you so much! Legit phone and legit shop!"
chum_liza,5,"Performance:it says android 11, 13&5 MP cam, 3/32G mem, 5G na pero di pa na try.
Best Feature:font can be adjusted, sleek & slim feature & senior citizen friendly 🥰
Product Quality:so far so good hope it will last longer

first time buyer sa Shoppee Mall ng CP satisfied customer here. fast delivery, well packed w/bubble wrap & box with freebie selfie stick. it's my sissy's advance bday gift to our nanay 🎉🥳🎂🍰🧁🎂🥳🎉"
richelle.bandiez,5,"Product Quality:10/10
Performance:good
Best Feature:10/10

Receive ko n po at Ang galing po Ng pag ka packing..safe n safe po Yung cp...Ang bait din po ni Kuya rider...nagustuhan po Ng mama ko..."
j*****9,5,"Performance:verry good
Best Feature:verry good
Product Quality:verry good

I wish na magustuhan ng pagbibigyan ko ang Oppo phone❤❤❤"
m*****8,5,"Product Quality:nice
Performance:good
Best Feature:good quality

legit.... ganda tlaga..satisfied costumer here... may pa freebees pa c seller.. thank you sooo much...... bili na din kayo s shop na to.. order ulit ako soon..🥰❤️😁"
seedknee08,5,"Performance:10/10
Best Feature:MTK Helio G35
Product Quality:10/10

Item arrives in good condition, sealed, no signs of damage and well packed. Good quality smartphone for its price point. Perfect for a movie marathon, watching youtube, netflix, etc. Although it has 3gb/32gb only, the games like ML, AOV, etc. are playable in medium settings. My friend really loves it. Thank you seller, courier and SHOPEE! 🥰"
kerryjeanmartinez208,5,"Performance:very good
Best Feature:good
Product Quality:nice

Na recieve po namin ng Maganda at walang gasgas yung product... Salamat seller😊😊 salamat shopeeee😊"
lialynzkie,5,"Product Quality:100% maganda
Performance:mabilis naman
Best Feature:grabe kaganda ng camera, kitang kita lahat maski pimple marks 😂

Okay naman siya, mabilis dumating at di naman mabilis uminit.. i hope hindi madaling masira.. thankyy"
skazzpunk,5,"Performance:Item is working, box, unit, accessories are all in good condition
Best Feature:Phone is running smoothly
Product Quality:Good quality, trustworthy

Bought a phone and was delivered within 3-4 days, I live in the province 

Very quick, packaged very well"
blissedgadiel,5,"✔️This purchased made my day🌟
✔️💯 Satisfied & 😊 buyer here
✔️Worth it w/ secured  🔐 📦
✔️ Affordable yet good quality💜
✔Legit, kind & easy to deal 💼 seller
️✔️⚡Fast&smooth transaction
✔👍️TY 4 effortless shopping
✔️For ensuring customer satisfaction👏
✔🙌️Highly recommended shop"
a*****2,5,"Performance:good
Best Feature:good
Product Quality:good

Natanggap n po good condition po legit q nakailab order n po aq d2 gumagana lahat and still doing great naman po wala pa naman nagreklamo sa mga order q po thank you God bless you and sa rider be safe po always thank you sa uulitin po ulit i will order q ulit"
vanessajaden,5,"Performance:good
Best Feature:serves it's purpose
Product Quality:good

free 32gb memory card overall good item compared sa mall price sulit buy ordered feb 2 delivered feb 5"
j*****o,5,"Best Feature:10/10
Product Quality:10/10
Performance:10/10

Item shipped immediately, well packed and in good condition. I ordered many times to this shop and i have never been disappointed. Thank you seller. Surely will order again"
c*****a,5,"Performance:Great
Best Feature:Color and Performance
Product Quality:Good quality per price point

Thank you for selling this at a discounted price. Big difference versus store price. Original and authentic Oppo product. Well cushioned packaging and arrived immediately."
crislaine243,5,"Performance:Legit /original
Best Feature:The best👌Nice cam pah yung last pic(halaman)is originally from the oppo phone. Malinaw👍👍
Product Quality:Original 10star

Thank u so much seller dumating nah order kong phone for my daughter sobrang tuwa nya Salamat din sa rider nah nag deliver nito kahit maulan kanina. First time kong umorder ng phone through online at di ko I kaila nah takot ako noong e open hehe baka kasi iba. Pero legit oppo phone po👌👏💞💓❤️❤️❤️❤"
lhyndt,5,"Performance:Brand New
Best Feature:Whole package of the phone
Product Quality:Excellent

Legit Oppo Shop! I've never trust any online shop before because of scams nowadays. But Shopee malls are different, you will feel the convenient while purchasing an item. And to the courier thank you for putting extra care for this shipping. Phone is intact and safe. My daughter love it!"
applejanef,5,"Performance:all good (2 days observation)
Best Feature:all
Product Quality:superb

Ang sarap makabili ng item na hindi scam super natuwa ang mother ko maayos lahat ng specs as in. Sinadya ko na paabutin ng 2 days bago mag rate, so far so good."
camillakwatchera,5,"Performance:Good
Best Feature:Color
Product Quality:Great for price

Thank you for selling these items at an affordable price. Looks and sounds very original. 
Arrived immediately. Was packaged with extra cushion wrap.."
d*****y,5,"Performance:very good
Best Feature:good
Product Quality:good

Oppo is original legit. Sa simula at Hanggang ngayon oppo boy talaga ako Kaya alam ko kung original or Hindi. Salamat oppo official store."
c*****a,5,"Performance:Good
Best Feature:Color
Product Quality:Amazing at its pricepoint.

Thank you for selling this at a discounted price. Big difference versus store price. Original Oppo product. Well cushioned packaging and arrived immediately. Probably my 3rd purchase from you."
vajuayang,5,"Super smooth ng phone. Ang bilis din ng shipment, the day I ordered, yun din yung araw na naship out kaya dumating agad sa bahay in 2 days. Thank you!"
vu5v78bif1,5,Thank you seller at my new cp na si kuya ko.. Slamat shopee sa spaylater. At sa rider goodjob po dahil. Iningatan nio po talaga g item.. At wla po damage sa cp...
d*****o,5,Super bilis dumating.. excellent condition ng dumating saakin yung phone. Father's day gift ko sa tatay ng anak ko 😁 super legit din mas naka mura pa ako dahil sa voucher. Thank you so much oppo and shopee. Kudos! 🥰
vanessacuarteros,5,"Performance:Good
Best Feature:All spec
Product Quality:very good

The item are good quality. It arrived just in time and in good condition. The item is cheap and affordable. Will surely buy again. Thank you seller. Thank you shopee. Bless your store. Keep up the good work always."
bernadettetamayo071115,5,"Best Feature:Camera
Product Quality:10/10
Performance:Very good

Super nagustuhan ng akong anak ang regalo Kong cellphone legit and well packed no damage medyo matagal lang dumating but overall I love it"
j*****e,5,Thank you very accomodating seller and for fast delivery.  shipped immediately.  also item well packaged.  will order again soon.  thank you so much
seldom52515,5,"Performance:10/10
Best Feature:10/10

Amazing,safe na safe ang item,selyadong selyado..mabilis pati ang dating,3rd order ko na to ng item,yehey"
l*****x,5,Super fast delivery and the item is well packed to make sure that the unit is safe inside. Will definitely order again from this shop.. Thank you so much.
kolatitoy,5,"Best Feature:low specs but high quality
Performance:10/10
Product Quality:10/10

Happy to purchased with this store because the product that they’ve sent was securely packed.
Looking forward to buy again from this store."
jlazzie,5,"Product Quality:great!
Performance:great!
Best Feature:best!

Amazed at how secured the items,  much appreciated that the items were delivered quicker.

It's my gift for sis in law. I'm so thankful it came so quick. Plus with freebies of DITO simcard"
m*****a,5,"Best Feature:clear
Value For Money:good
Product Quality:plastic

Super ganda! Kaso classy tignan
Antagal din iship since its from overseas.

Thank you seller!"
g*****0,5,"👌Legit Excellent Quality 
💝 Love the packaging 
👍Affordable price worth it to buy
🛵 Fast Delivery
👭 I will recommend this to my friends
🛍 I will order again."
magicalgurl22,5,"Best Feature:10/10
Value For Money:worth it
Product Quality:10/10

Good quality at affordable price maganda yung strap super cute and oorder pa ako ng iba design

Thank you seller

Happy selling

Hope you will gonna give me a discount for my next purchase"
nehsha28,5,"Best Feature:5/10
Value For Money:5/10
Product Quality:not sure

watch case siya silicone same as the advertise maganda naman akala ko relo siya case pala nice quality. although 5 star parin binigay ko"
r*****7,5,"thank you so much for this, it is well packaged, ship immediately and delivered safety and quickly. i love how it protects my watch so well."
n*****9,5,"Completo na po lahat ng order ko,last time kasi kulang kaya nag offer nalang si seller na 1peso nala yung kulang na item. Sinabay ko sa ibang order ko para isahan nala. Thankyooou selller🥰🫰🏻"
simplychie0317,5,"Product Quality:ALL GOOD
Best Feature:All good
Value For Money:All good

Thank ypu seller i love it.. Will ordee again♥️♥️"
l*****s,5,"Value For Money:worth it
Product Quality:10/10
Best Feature:what you see is what you get.

I still didnt used the product, but i will still give it, 5 ratings :D"
joetrilanza,5,"Super love all my orders…It fits to my iwatch…Complete package ing bubble pouch…Thanks so much, definitely a worth to order this shop…💚"
maphiehuizo,5,"Best Feature:cute color
Value For Money:affordable

Super prettyyyyyy! Love the pink color! Nakaka shala yet affordable! Mukhang matibay naman sya ❤️"
a*****l,5,"Product Quality:great
Best Feature:great
Value For Money:great

Good quality"
amberryap,5,"Best Feature:transparent strap
Value For Money:worth it
Product Quality:excellent

I like it how it looks so sporty and classy at the same time. Cheaper than other brands."
j*****c,5,"Items received earlier than expected…items delivered were complete, well packaged and as ordered…will definitely order again"
s*****6,5,Very fit for my watch. Shipping was considerably fine since it came overseas. I like that it can cover the whole thing. And it's super pretty huhu. Thanks seller.
azihrabalospingol,5,"Best Feature:maganda
Value For Money:okie naman sa price
Product Quality:okie

Maganda midjo mahirap lang ilagay yung watch hehehe order ako ulit salamat shopee at sa raider😊👍"
i*****o,5,"Best Feature:aesthetic
Value For Money:ok
Product Quality:ok

The delivery took so long but understood since it’s from overseas. The products are good. 😊👍🏻this is the best among the item I bought."
joyjasminevaldozlutrania,5,"Value For Money:sulit na sulit tlga
Product Quality:cool
Best Feature:ang gnda nang color nya"
i*****m,5,"Product Quality:5/5
Best Feature:Great design
Value For Money:5/5

My favorite strap so far in terms of design. It is quite bulky so it can get uncomfortable to wear if worn too tightly but I love it so much. I always get compliments when I wear this watch. Thank you so much seller!"
a*****4,5,"Best Feature:All
Value For Money:10/10
Product Quality:10/10

Well packaged
Good quality
Good fit"
merlynadigalyn,5,"Best Feature:Excellent
Value For Money:Affordable
Product Quality:Solid"
m*****o,5,"Best Feature:❤️❤️❤️❤️❤️
Value For Money:❤️❤️❤️❤️❤️
Product Quality:❤️❤️❤️❤️❤️

Perfect gandaaaa"
miaamaracruz,5,"Best Feature:good
Value For Money:good
Product Quality:good

ang ganda nya ang hirap
lng ilagay haha thank u seller☺"
patricia.verzo,5,"Best Feature:nice size and feel
Value For Money:so far, yes
Product Quality:really good

I like this! It's not too big, and the quality is nice. Doesn't look cheap at all. And it's comfortable! It was a little warped on one side, but it's not noticeable at all, and doesn't affect my watch."
c*****z,5,"Looks so nice! Excited to use these :) everything seems durable, good quality, and pretty irl"
bellahwellah,5,
crly.anna,5,"Best Feature:transparent
Value For Money:valued for money!!
Product Quality:100/10

Thank you seller super love it!! ❤️❤️❤️"
chrisfaith.baltazar,5,"Best quality: cute designs
Value for money: cheaper than mall price
Fast shipment. Properly packaged. Thank you seller and thank you sshhoopppeee!!"
madamgres,2,"Product Quality:5 over 10
Value For Money:Cheap
Best Feature:I can't tell

I order 3 watch accessories. It really breaks my heart I waited for so long to get it. The gold and transparent is not fit on my watch. The only one can fit is the color black which I try to fit in on my wrist but guess what it broke the lock!!! Oh my god. I'm really frustrated. The reason why I order is because I love to get the transparent but it doesn't fit. Seller I hope you can do something. You can do better.  At least send me a replacement watch band the transparent which has the same size of the color black you send. 🥲🥺"
y*****1,5,"Value For Money:Guds
Best Feature:it’s transparent
Product Quality:good

“I like it’s transparency”"
m*****5,5,"Product Quality:excellent quality
Best Feature:it protects the iwatch as well
Value For Money:worth it"
m*****a,5,"Performance:Good (iPhone user)
Best Feature:Responsiveness
Product Quality:Superb!

This watch is really nice! Very elegant-looking!Doesn't feel cheap too (because it's not). Might work better when paired with a Huawei phone or other android brands compared to an iPhone due to the limitations of the Health App. I suggest you think twice before you buy it if your purpose is to make sure you receive notifications properly. Good steal tho."
aqjdg,5,Super ganda ng watch. Exceeded my expectation. Well packed & was immediatey shipped than I expected. Very satisfied din po sa mga freebies. My 3rd Huawei watch....
g*****p,5,"Ordered: 2.11.22
Shipped: 2.15
Received: 2.17
Courier: Shopee Express
Packaging: 5★
Seller: 5★
Product: 5★

I upgraded from Huawei Band 6, and I'm so glad I did. I still got the freebie even if I failed to add it to my order, I'm grateful to the seller. Been using this for over a month, all's well."
k*****o,5,"Happy wife is happy life. No worries buying from Official Huawei store. Legit, good service, good condition. Delivered with free thermos bottle. Good job seller👍"
mikeronilbustria,5,"Yeehey! I got the latest Huawei Watch with free Huawei gift container in cheaper and scattered payment. I love all its functions. I can monitor all may workouts and my health. Salamat Shopee, to Huawei, to courier and to the delivery guy."
rosemariebacani1501,5,"Ang ganda ng product, legit na legit, mukhang sosyal though medyo matagal ang delivery. May kasama din siyang receipt for warranty. Thank you! Satisfied customer here😊"
t*****q,5,"Product Quality:good
Performance:👍🏻
Best Feature:sleek design

Ordered this on Aug 9 and the store shipped on Aug 11. J&T delivered on Aug 16. Very prompt shipping and delivery. Hassle free and legit purchase. I always appreciate that they always include a receipt. Kudos and thank you."
b*****5,5,"Received in very good condition securely packaged with bubble wrap. Brand new sealed, complete and as described. Warranty Official Receipt attached with product. No functional or quality issues. Easy to setup, download and install updates. Highly recommended. Thank you!!"
joshuajamescarrsoriano,5,"At first I thought I had regrets of buying this since the free gift is for limited and for first come only. However, I was shocked to find out that they included the free gift. Thank you. The smart watch is authentic and worth buying. It has a tons of features with the latest update."
miss.shopaholic,5,"Performance:Good
Product Quality:Excellent
Best Feature:Health monitoring

My 3rd Huawei watch! Seller shipped item immediately and as always it came with the receipt. Good thing seller packed it really well with bubble wrap coz the Shopee Xpress rider just left it outside the gate without even texting or calling!"
a*****o,5,"I'm in love with this watch! It fits my wrist, and doesn't look or feel bulky. It's super lightweight too.. plus it looks super classy and can be worn on casual events and dates!! I'm also satisfied with the functions and the health app.. fits my basic health and workout needs. Thank you Huawei!"
cjcalaguas,5,"Received order securely packed. Ganda..... 😁. Worth the price. Buti na lang white yun binili ko, more on cream yun color nun strap which I really liked. Very accurate yun sleep monitor. Yun spo2 di ko alam how to set yun automatic. I love the watch. Worth the wait."
i*****z,5,"My 2.2 budol purchase! ❤️ salamat sa mga voucher i was able to get it at a lesser price. 😂 the watch is securely packed, and handled well by the courier. The watch itself is so nice, and i have no issues pairing with ios. Love it!! ❤️"
jdigs18,5,"Package arrived on time and well secured. The Huawei gt3 looks so good and does its job pretty well. Sulit na sulit for its price. By far, the best digital watch out there!"
baby_bbe77,5,"Performance:nice quality products
Best Feature:best watch ever
Product Quality:nice quality definitely will order again saving for the next watch to purchased😘😘😘"
d*****z,5,"Performance:good
Best Feature:Slim and cute
Product Quality:very ok

3rd time buying a watch here in huawei and super duper worth it talaga siya sa pera. I bought this watch at a sale for only 7k. So far everything is working well naman and complete din yung items. Thank you very much."
d*****5,5,"Performance:first time wearing a smartwatch battery is good as well as the features, performs as expected
Best Feature:i like how I can answer calls with thisvery convenient since I am a nurse
Product Quality:very"
c*****5,2,"Items were securely packed. I'm just disappointed na I didn't purchase the watch last 7.7 

Customer service should have encouraged na may freebies pala. So advance ko na-order yung item. 😟

When it comes sa performance, I can't say much yet kasi kahapon ko lang na-received."
k*****i,5,Recieved n po ang item..super nice...ganda-ganda..secured na secured ung pgkabalot..walang dents sa kahon my free pqng thermos...solid na solid..salamat huawei shop...good deal..👍👍👍👍
jhan_14,5,"Super nice ung item. I love it so so much.😍😍😍
Super worth your buck!! Yeeey. Thank you seller. Thank you shopee."
jossellesempiocalienta,5,"Performance:will try first but i think its good since i used huawei watch before i just upgraded from fit 2
Best Feature:elegant
Product Quality:nice and elegant

I received in good condition. Thank you."
deesison,5,"Performance:Excellent
Best Feature:Music
Product Quality:Excellent.

Sulit! Perfect sa mga taong madaling mabore sa mga regular watches. Hindi ka matataga sa price unlike sa Apple Watch lol. Loove everything about this watch. Elegant din ang dating."
s*****5,5,"Super ganda! Legit. I love it. One of the best gift for myself this year. Thank you so much seller, ang  bilis din magrespond ng seller."
l*****h,5,"It's okay for its price, got it on sale at around 7k. I wanted the gold ones but they were sadly unavailable. This has a masculine and plastic look to it and I didn't expect it to be a little thick. I got replacement straps. I got it much earlier thsn expected now lang nareview we were on vacation."
angelmudsmi,5,"Performance:It does its purpose and it looks classy pa!
Best Feature:Bluetooth call
Product Quality:Excellent, looks sturdy and elegant

Legit and another great buy from Huawei! My phones are huawei and this is my 2nd smartwatch 😊. Im always satisfied with this brand and its products!! Thank you"
k*****u,5,This watch exceeds my expectation.Looks decent and elegant and can be worn casually or in any occassion..Battery life is good as well as it lasts more than 3 days on standby. All other function that im looking for a smart watch is  avail here in Gt3. No regrets purchasing this 👍
s*****a,5,A very good purchase this year. The item has bo damage and it functions well. Thank you huawei ! Cant wait to use this on my workout . Char !
mansawi2020,3,"I should receive on Dec.15, 2021 but I received Dec.31,2021. Late for 15 days bur worth the wait as it has  a freebie of Huawei Band 4."
ericpecho,5,"Performance:smooth na smoth
Best Feature:dami feature
Product Quality:ayos na ayos

napaka lufet ng smart watch na to dagdag pogi pts ganda pa sound ng speaker tnx huawei sa flash sale at sa voucher almost 1k ang nabawas"
s*****g,5,"Product Quality:💯

I just charged it twice after using it for a week. I first tried to check how long the battery could last with only TruSleep enabled; it lasted 3 days. Next, I tried it with all of the health monitoring turned on, and it lasted almost three days. Overall, the performance of this watch is excellent. It also includes a free gift 😊"
j*****l,5,"Product Quality:good item👍
Performance:good performance
Best Feature:napakaganda sulit

sobrang ganda😊 nito malakas usok
at safe ang packaging nia walang damage
ok na ok talaga👍
salamat sau seller napakaganda nito
salamat din sa rider na nagdiliver safe ung order q walang damage 👍
at salamat din shoppee.
order aq ulit sa susunod salamat😊👍
five star ka ⭐⭐⭐⭐⭐"
chardiekun,5,"Performance:very good smoke. it is made out of plastic and very handy and light
Product Quality:very nice quality, very handy
Best Feature:fast charge

Thankyou seller"
fxgexvrq4d,5,"Product Quality:superb
Performance:ayos
Best Feature:rechargeable

5 stars to SOLID!! kudos sa seller nagssend muna pic bago ship, wala manlang nayuping box ang ganda ng packaging!! will def order again 😍😍"
j*****s,5,"Performance:good
Best Feature:matte
Product Quality:same like the other brand

Maraming salamat seller apaka mura abot na abot ko ang price sa susunod ulit legit to guys"
kenetzkhie19,5,"Performance:good
Best Feature:need more battery and voltage watts to burn the juice
Product Quality:good

Maganda naman yong products lalo yong design napaka simple very nice yon sakin, pero may konting problema lang about sa device sumasama pataas yong two magnit sa cartridge pag inaangat tapos medyo mahina yong voltage watts nya di masyadong nakaka burn ng juice but still i give you 5 star lodi,"
arieldeguma071,5,Ok na ok poh ang item Sana masiyahan mga buyers ko nito order ako ulit pag naubos stock ko Sana may freebies ma sa susunod jejeje salamat
barcellendl,2,"Performance:poor
Best Feature:poor
Product Quality:poor

Not 100% reliable pag dating sa pag puf. Madaming mis fire. Tried reaching out s seller about s missfires pero di nag rereply. Responsive nmn sila if pag dating sa inquiries before ako bumili. 
Tried using ung pod."
d*****u,5,"Best Feature:nice
Product Quality:nice
Performance:nice

Nice and affordable products. Thanks seller!"
k*****u,4,"Okay po yung lahat maliban sa pods. Since dalawa binili ko, reserba ko sana yung isa. Kaso pag gamit ko nung nakabilog sa pic which is medyo madilaw yung print kesa sa kaliwa na nasa unang pic, lasang sunog. Amoy sunog. Ginamit ko yung isa, all goods naman. Ewan ko kung yun ba yung diff ng may legit"
