rating,comment,processed_comment,label,prediction
5,complete orders received fast delivery and sobrang secure ang packaging may freebies din na airbuds si seller highly recommended ang shop na to,complet order receiv fast deliveri sobrang secur packag freebi airbud si high recommend shop,2,2
5,early yung delivery kaya good job si seller legit product you din po s freebies n earbuds next time po ulit,earli yung deliveri good job si legit product po freebi n earbud next time po ulit,2,2
5,fast and accurate very good long lasting usage in battery and their apps sorry sa seller now lang na rate inobserve pa kasi kung may defective pero all in all ok sya safe s delivery and ok no dents or anyting d n nmin sinama video kasi ang haba di accept dto habang open po pang ilang vivo n nmin to you din s delivery man n trusted seller at shopee happy hubby ko at ingat n ingat s new phone nya service and quality thumbs up,fast accur good long last usag batteri app sorri lang rate inobserv defect ok sya safe deliveri ok dent anyt n nmin sinama video haba accept dto habang open po pang vivo n nmin deliveri man n trust shope happi hubbi ingat n ingat new phone nya servic qualiti thumb,2,2
5,great good camera at ling lasting batery good quality nagustuhan ng mister ko hehe salamat seller at shopee legit,great good camera ling last bateri good qualiti nagustuhan mister hehe shope legit,2,2
5,very good very good very good legit highly recommended naka box tapos nakabubble wrap pa sobrang safe nung item,good good good legit high recommend naka box tapo nakabubbl wrap sobrang safe nung item,2,2
5,excellent very good excellent at first worried po ako kasi yupi yung box nung dumating pero ok lang naman ang product wala akong freebies na dito sim but satisfied din naman ako sa unit hope it will last and ang bilis ng delivery thanks and kudos to the seller,excel good excel first worri po yupi yung box nung dumat ok lang naman product wala akong freebi sim satisfi naman unit hope last bili deliveri kudo,2,2
5,super ganda ng design sa camera okay lang pero everything is nice naman mabilis lang naiship at deliver sulit thanks sa freebies da best,super ganda design camera okay lang everyth nice naman mabili lang naiship deliv sulit freebi da best,2,2
5,very good very good high res camera received the package in good condition legit vivo complete accessories and sealed also all is working well and no damage you very much seller satisfied customer here,good good high re camera receiv packag good condit legit vivo complet accessori seal also work well damag much satisfi custom,2,2
4,i rate this as siguro dahil bago pa mabilis din magcharge at matagal malowbatm again either because it s new and i am still observing the phone for almost week maybe because it is good for taking pictures at night still don t know well sealed maingat naman nai packacked ni seller yung parcel and fully sealed medyo doubt pako bumili dahil st time ko sa online and medyo marami ng scam pero di naman ako nabigo take note the phone is original so it if selfie ang gusto nyo here sa cellphone i wouldn t suggest na ito yung bilhin nyo pero meron naman siyang ai program which will enhance your cam once captured pagkaopen kasi ng camera medyo di ako nasatisfied pagkaopen siguro naninibago ako and my old phone was vivo y yung processor system is good naman since it has snapdragon mabilis magloading again siguro dahil bago pa if sa gaming naman pwede na din wala naman pinagkaiba sa old phone ko na may ultra gaming keme yung storage okay nadin since pwede naman iexpand ito mabilis yung delivery though di ko nahabol di rider para maivideo ko in actual while receiving at baka bato pa laman hahahah lalo na nung nareceive ko medyo magaan responsive din si seller so overall yung rate ko saka ko na lang baguhin if makaabot yung phone ng month note yung vivo y ko almost years na pero going strong kahit nabagsak,rate siguro mabili magcharg matag malowbatm either new still observ phone almost week mayb good take pictur night still know well seal maingat naman nai packack yung parcel fulli seal medyo doubt pako bumili st time onlin medyo scam naman nabigo take note phone origin selfi nyo cellphon suggest yung bilhin nyo meron naman siyang ai program enhanc cam captur pagkaopen camera medyo nasatisfi pagkaopen siguro naninibago old phone vivo yung processor system good naman sinc snapdragon mabili magload siguro game naman pwede wala naman pinagkaiba old phone ultra game keme yung storag okay nadin sinc pwede naman iexpand mabili yung deliveri though nahabol rider maivideo actual receiv bato laman hahahah lalo nung narec medyo magaan respons si overal yung rate saka lang baguhin makaabot yung phone month note yung vivo almost year go strong nabagsak,2,2
5,legit product original item all sealed fast delivery working good with freebie contented buyer you,legit product origin item seal fast deliveri work good freebi content buyer,2,2
5,great sided finger print privacy scanner great oks naman siya pang side and gaming phone pero sa quality ng camera mas bet ko padin yung vivo s since may option yun for wide cam if groupie kau ng fam friends eto waley hahaha zoom in and out lang,great side finger print privaci scanner great ok naman pang side game phone qualiti camera ma bet padin yung vivo sinc option yun wide cam groupi kau fam friend waley hahaha zoom lang,2,2
5,i will update for the once i start using the phone but for now i was satisfied for the past transaction and fast delivery,updat start use phone satisfi past transact fast deliveri,2,2
5,delivery date dapat is but dumating ng but it s ok no leak sa na order ko binalot sa karton with packaging tape and sealed naman yung plastic hindi ko pa nasubukan mabango kung aamuyin,deliveri date dumat ok leak order binalot karton packag tape seal naman yung plastic nasubukan mabango aamuyin,2,2
5,was delivered two days after ko mag check out bilis ng shipping service good quality great packaging will definitely order again,deliv two day check bili ship servic good qualiti great packag definit order,2,2
5,solid eleven out of ten quality juice mg talaga sya nagseng din ng pic si seller bago nya iship goods to para sa budget friendly,solid eleven ten qualiti juic mg talaga sya nagseng pic si nya iship good budget friend,2,2
5,haven t tried it yet good cheap thanks shopee and seller for this v pe juice cheapest i can find in shopee hope it taste great since i haven t tested them yet eventhough theres no bubble wrap the package came without dents nor leaks,tri yet good cheap shope v pe juic cheapest find shope hope tast great sinc test yet eventhough there bubbl wrap packag came without dent leak,2,2
5,good good good wow nice packaging no damages or leakaging what so ever and the taste wow sweet hehe thumbs up for seller more deal to come thanks and be safe,good good good wow nice packag damag leakag ever tast wow sweet hehe thumb deal come safe,2,2
5,solid eleven out of ten quality juice mabilis magship si seller kita nyo naman na balot ng maigi para walang leakage sa pagdeliver,solid eleven ten qualiti juic mabili magship si kita nyo naman balot maigi leakag pagdeliv,2,2
5,kahit mura siya masarap ivape,mura masarap ivap,2,2
5,excellent excellent excellent i received correct order the product is well packed you seller,excel excel excel receiv correct order product well pack,2,2
5,secured perfect ayos dumating agad dahil maaga napaship ni seller thankyou po sa mabilis na transaction sana po makaulit,secur perfect ayo dumat agad maaga napaship po mabili transact sana po makaulit,2,2
5,awesome quality thanks got it bilis hipak all d way,awesom qualiti got bili hipak way,2,2
5,juice for vape good you seller goods siya at affordable price pa till next transaction po god bless po satisfied buyer,juic vape good good afford price till next transact po god bless po satisfi buyer,2,2
5,bottle quality good taste shet masarap pa sa masarap,bottl qualiti good tast shet masarap masarap,2,2
1,poor poor poor hindi sya legit snoopy disappointed ako walang lasa nd rin randam pagkamethol nya mahahalata mo din sa kulay ng juice at sa label sorry ha kung naghahanap kayo snoopy juice sa iba kayo bumili magsisisi lang kayo peke ung juice nila kahit pesos pa naman yan masasayang pera nyo,poor poor poor sya legit snoopi disappoint lasa nd rin randam pagkamethol nya mahahalata mo kulay juic label sorri naghahanap snoopi juic bumili magsisisi lang peke ung juic peso naman yan masasayang pera nyo,0,0
5,its a juice hahaha performance it has good flavor i think its fair snoopy juice low cost budget friendly juice u seller,juic hahaha perform good flavor think fair snoopi juic low cost budget friend juic u,2,2
3,good good good okay yung juice ang ayaw ko lang eh antgal ng shipping almost week din sana aware ka po seller you,good good good okay yung juic ayaw lang eh antgal ship almost week sana awar po,1,1
5,nice packaging amazing awesome maganda po yung pag pack sa mga juice,nice packag amaz awesom maganda po yung pag pack juic,2,2
5,goods goods goods,good good good,2,2
1,i bought the juice out of curiosity cause reviews were positive but maybe what i got was just a bad batch the juice doesnt taste good it taste like gas and ive double checked it and used two different coils which both are newly opened i wan refund,bought juic curio caus review posit mayb got bad batch juic doesnt tast good tast like gas ive doubl check use two differ coil newli open wan refund,0,2
1,fake no pagka blue ng blueberry is same sa blue sa tatak nya eto na receive ko ang putla wala pang lasa,fake pagka blue blueberri blue tatak nya receiv putla wala pang lasa,0,2
2,wrong item hindi ako umorder ng gulaman isa lang ang inorder kong blueberry walang ice mango sana check muna yung item,wrong item umord gulaman lang inord blueberri ice mango sana check muna yung item,2,2
5,parang may pagka green ung blueberry pero masarap parin naman,parang pagka green ung blueberri masarap parin naman,2,2
3,well packaged and early delivered good affordable price okay lang naman matabang lang ng konti kapag gamit na at hindi pala mentholated overall maayos naman,well packag earli deliv good afford price okay lang naman matabang lang konti gamit pala menthol overal maayo naman,1,2
4,sorry dont have photo vid bought it for a friend only first time to buy here not that mentholated and extreme ice type of juice but anyway fit for its affordable price my friend like it thanks,sorri dont photo vid bought friend first time buy menthol extrem ice type juic anyway fit afford price friend like,2,2
5,masarap tite masarap ang green apple pero nahulog agad hahahah will order again,masarap tite masarap green appl nahulog agad hahahah order,2,2
5,great delicious on the top bang for the buck,great delici top bang buck,2,2
5,solid tsarap,solid tsarap,2,2
3,mausok tagal maubos masarap sana kaso hindi sya mentholated,mausok tagal maubo masarap sana kaso sya menthol,1,2
5,haven t tried yet pero solid bilis shipping thanks seller,tri yet solid bili ship,2,2
5,cutie value for money nice good i really like it lalo na yung color will definitely order again ng ibang kulay kase bet ko din yung iba you seller,cuti valu money nice good realli like lalo yung color definit order ibang kulay kase bet yung,2,2
5,value for money money wise you get what you paid for cute and easy to install its so cute and you seller for the freebie tempered i like it it was worth the wait i think almost two w,valu money money wise get paid cute easi instal cute freebi temper like worth wait think almost two w,2,2
5,good good value for money good complete elegant and sturdy looking items fits perfectly on huawei band it comes with it tools for adjustment really like this purchase you,good good valu money good complet eleg sturdi look item fit perfect huawei band come tool adjust realli like purchas,2,2
5,color value for money yes good husband liked it vivid kulay fast delivery salamat seller approve ba to comment for coins wala na repeat words,color valu money yes good husband like vivid kulay fast deliveri approv ba comment coin wala repeat word,2,2
5,the color combination value for money the price is alright it s a bit big for my band medyo malaki ung lalagyan peo keri naman since matatakpan din naman ng wrist ko,color combin valu money price alright bit big band medyo malaki ung lalagyan peo keri naman sinc matatakpan naman wrist,2,2
5,color value for money yea considering these characteristics here s a copy and paste positive review example if you have a flower shop flowers were fresh and beautiful they offered free delivery for orders over which is great prices are reasonable for the quality you get,color valu money yea consid characterist copi past posit review exampl flower shop flower fresh beauti offer free deliveri order great price reason qualiti get,2,2
5,maganda quality value for money worth it hindi itchy tela but madali sya matuyo and hindi madali maghimulmol its a set na screen protector na parang sticker not bad metal like na case and yung strap na ang daling suutin,maganda qualiti valu money worth itchi tela sya matuyo maghimulmol set screen protector parang sticker bad metal like case yung strap dale suutin,2,2
5,value for money cheap but nice the strap color and quality good you seller and also for the screen protector of the watch freebie will order again,valu money cheap nice strap color qualiti good also screen protector watch freebi order,2,2
5,strap value for money,strap valu money,2,2
5,maganda yung product nagustohan ko sya napaka ganda ng kulay makapit din ang band hindi basta natatanggal sa kamay,maganda yung product nagustohan sya ganda kulay makapit band basta natatangg kamay,2,2
5,the materials used in this item looks sturdy the nylon strap bracelet with case replacement accessory looks good it is very stylish and sleek value for money this item is a great buy,materi use item look sturdi nylon strap bracelet case replac accessori look good stylish sleek valu money item great buy,2,2
5,so far so good maganda nmn ung product my free na screen protector di salpak lng cia concern ko lng siguro dito ung strap nya design siya sa malalaki ung wrist pag maliit wrist mo like me medyo luwag cia pwd nmn pag kasyahin n lng mas maganda lng sana kong fitn fit siya maganda ang kulay for me thanks seller and rider,far good maganda nmn ung product free screen protector salpak lng cia concern lng siguro ung strap nya design malalaki ung wrist pag maliit wrist mo like medyo luwag cia pwd nmn pag kasyahin n lng ma maganda lng sana fitn fit maganda kulay rider,2,2
5,good good value for money worth it what you see is what you get received you seller more powers,good good valu money worth see get receiv power,2,2
5,good value for money worth it good what you see is what you get medyo tagal lang na shipping you seller more powers haha,good valu money worth good see get medyo tagal lang ship power haha,2,2
5,simple lang value for money yep sakto lang simple lang yung product cguro sa presyo na rin nya i hope hindi magfafade yung paint ng case nya,simpl lang valu money yep sakto lang simpl lang yung product cguro presyo rin nya hope magfafad yung paint case nya,2,2
5,very nice madaling i attach ang watch body maganda ang quality ng velcro and ng nylon strap wrist band super cute ng color too,nice madal attach watch bodi maganda qualiti velcro nylon strap wrist band super cute color,2,2
5,value for money worth the price ganda ng item comfortable suotin and saktong sakto sa may maliliit na wrist fast delivery i will order again soon,valu money worth price ganda item comfort suotin saktong sakto maliliit wrist fast deliveri order soon,2,2
5,great excellent value for money good items are packed properly and on time din ang delivery you so much seller will order again,great excel valu money good item pack proper time deliveri much order,2,2
5,vibrant color value for money yes good the quality is good fits perfectly to the smart watch of my wife,vibrant color valu money yes good qualiti good fit perfect smart watch wife,2,2
5,very nice quality value for money budget friendly and money guaranteed,nice qualiti valu money budget friend money guarante,2,2
5,this is so so cute i love the design and quality of this strap i can use it for some occasion also its very fashionable yet classy looking strap you,cute love design qualiti strap use occas also fashion yet classi look strap,2,2
5,value for money low price good good and usable nice maayos delivery yung free screen protector parang soft gel medyo nagbubles pero goods,valu money low price good good usabl nice maayo deliveri yung free screen protector parang soft gel medyo nagbubl good,2,2
5,this one is with strap bracelet in rainbow colors the silicone case is made of metal with free protector not glass di siya parehas nung isa kong order na silicone case na with protector na ganda,one strap bracelet rainbow color silicon case made metal free protector glass pareha nung order silicon case protector ganda,2,2
5,very nice good value for money worth the price ok na ok yung items i really like it u seller,nice good valu money worth price ok ok yung item realli like u,2,2
5,adjuatable strap masasakto mo sa sukat mukhang matibay naman value for money sulit,adjuat strap masasakto mo sukat mukhang matibay naman valu money sulit,2,2
5,value for money item shipped out immediately delivery is good and fast received in good condition you seller and shopee,valu money item ship immedi deliveri good fast receiv good condit shope,2,2
5,great value for money thumbs up excellent thanks for the softgel screen protector im planning to buy one but it comes as freebie so thumbs up for me,great valu money thumb excel softgel screen protector im plan buy one come freebi thumb,2,2
5,ten over ten value for money eight over ten ten over ten strap and screen protector looks elegant and sturdy will order again you seller at salamat shopee,ten ten valu money eight ten ten ten strap screen protector look eleg sturdi order shope,2,2
5,well protected yung watch value for money sulit great balot ng husto yung band sure k n di magagasgas,well protect yung watch valu money sulit great balot husto yung band sure k n magagasga,2,2
5,nice strap value for money worth the price good quality satisfied customer here,nice strap valu money worth price good qualiti satisfi custom,2,2
5,good nice fine i ordered boxes of it late lng talaga ako nag rate well weeks na rin atang gamit ng mga ka work ko yung radio it s still fine pa rin naman,good nice fine order box late lng talaga nag rate well week rin atang gamit work yung radio still fine rin naman,2,2
5,thr product was shipped out days after i ordered and received it after days the item has no damaged and in good working condition worth the wait you seller and shopee,thr product ship day order receiv day item damag good work condit worth wait shope,2,2
5,clear sound ok good good pretty affordable and works well this is the best buy i ve found so far i get other signals from other construction sites buy you can buy the computer cable for this one and reprogram it,clear sound ok good good pretti afford work well best buy found far get signal construct site buy buy comput cabl one reprogram,2,2
5,maganda po ok din quality pero d ko pa na try kung malayo maabot ng signal sa tingin ko aabot naman sa malayo d lang lampas sa range na d na abot hehe thankyou seller anyway na cancel pala ni shopee yong unang kung order kasi ang tagal pero nag try ako ulit umorder mabilis naman dumating in nd time around thanks dn sa db mabait,maganda po ok qualiti tri malayo maabot signal tingin aabot naman malayo lang lampa rang abot hehe anyway cancel pala shope yong unang order tagal nag tri ulit umord mabili naman dumat nd time around dn db mabait,2,2
5,very good and nice quality excellent sound and size you seller for the good item item are working nicely and its very useful,good nice qualiti excel sound size good item item work nice use,2,2
5,handy very nice good maganda po dali lang ga nitin pero ba sahin pa rin yung manual nito pag ma layu na po di na nya abut kaya medium ok lang kahit ganun gamit namin sa tindahan kasi ako lang mag isa tas walang matawag agad gamit talaga yung radio kasi isang pin dutan lang me rescue ako taga buhat,handi nice good maganda po dali lang ga nitin ba sahin rin yung manual nito pag layu po nya abut medium ok lang ganun gamit tindahan lang ta matawag agad gamit talaga yung radio pin dutan lang rescu taga buhat,2,2
4,parcel received pero hindi ko pa natetesting yung unit and medyo hindi ko lang nagustuhan yung pgkakabalot wala kasing bubble wrap kaya yupi x yung box and walang protection sa item i will edit as soon as magamit at matesting yung item for now stars muna ibibigay ko,parcel receiv natetest yung unit medyo lang nagustuhan yung pgkakabalot wala kase bubbl wrap yupi x yung box protect item edit soon magamit matest yung item star muna ibibigay,2,2
5,ok po ang packaging at kumpleto po ang order super bait ni rider you seller,ok po packag kumpleto po order super bait rider,2,2
5,ok ok ok salamat po at ok lahat godbless sa shop nato,ok ok ok po ok godbless shop nato,2,2
5,good everything is working well good you seller buy it guys it s worth it,good everyth work well good buy guy worth,2,2
5,nothing ok naman para sa price not bad,noth ok naman price bad,2,2
5,delivered quickly the walkie talkies work firmly made nothing luftitis does not creak took children they are delighted,deliv quick walki talki work firm made noth luftiti creak took child delight,2,2
5,all items are working impressive distance made of plastic but sturdy it s a legit buy take product and everything is worth the money from the walkie talkies to accessories to batteries down to chargers after opening the products we immediately tried everything including the signal reception and it definitely exceeded our expectations well depends on how far the distance you need but in our case it was even more than the distance we wanted so if you are looking for budget but good quality walkie talkies you are on the right page,item work impress distanc made plastic sturdi legit buy take product everyth worth money walki talki accessori batteri charger open product immedi tri everyth includ signal recept definit exceed expect well depend far distanc need case even distanc want look budget good qualiti walki talki right page,2,2
5,maayos yung product walang damage sinubukan nmin working naman siya pinang regalo ko siya nung pasko kaya natuwa yung pinagbigyan namin,maayo yung product damag sinubukan nmin work naman pinang regalo nung pasko natuwa yung pinagbigyan,2,2
5,amazing so much good and excellent good for our site amazing performance excellent quality you seller for the good and excellent quality also you shoppee by the way also for the rider you all and god bless,amaz much good excel good site amaz perform excel qualiti good excel qualiti also shoppe way also rider god bless,2,2
5,nice item delivered quickly packaging is compack rider is approchable also order again soon thanks seller continue sending very good items to your client god bless po,nice item deliv quick packag compack rider approch also order soon continu send good item client god bless po,2,2
5,the product was a great buy it is as advertised and the quality is quite good the audio is clear and the range is quite far,product great buy advertis qualiti quit good audio clear rang quit far,2,2
4,good maayos po dumating at tama rin po ang order ko you seller at kay kuya nagdeliver,good maayo po dumat tama rin po order kuya nagdeliv,2,2
5,quality good long range nice ang producto na ito ay likhang napakaganda at ka akit akoy na gantipalak na bilhin ang item sana akoy maginging ma busisi sa anu mang bagay na aking bili sana sa susunod na pasok ang regalong hando ko sa inyu,qualiti good long rang nice producto likhang napakaganda akit akoy gantipalak bilhin item sana akoy maging busisi anu mang bagay bili sana susunod pasok regalong hando inyu,2,2
5,ok naman ang tagal dumating at di sumasagot ang seller napaka suplado ang nag deliver ng item shoppee tatagal naman cguro,ok naman tagal dumat sumasagot suplado nag deliv item shoppe tatag naman cguro,2,2
5,good good good you rider and seller,good good good rider,2,2
5,good good ang ganda sobrang useful po para sa mga volunteer tanod sa aming brgy,good good ganda sobrang use po volunt tanod brgi,2,2
5,excellent excellent excellent wow this is my second order but still you never disappoint me you still amazed me you so much shoppe and of course you so much po for this store billion recommended hehe ok nba saiyo yung rate q seller hehe you so much din syempre ky kuyang rider na mabait,excel excel excel wow second order still never disappoint still amaz much shopp cours much po store billion recommend hehe ok nba saiyo yung rate q hehe much syempr ky kuyang rider mabait,2,2
4,good good complete item in the box so far wala naman na encounter na problema after more than a week of usage clear naman yung boses on a plus meter range at maraming mga puno sa paligid,good good complet item box far wala naman encount problema week usag clear naman yung bose plus meter rang maram paligid,2,2
4,ok ok ok kaso sira na ung kahon nya pag dating dito na yopi na,ok ok ok kaso sira ung kahon nya pag date yopi,2,2
5,salamat seller shoppe rider,shopp rider,2,2
5,ok ok ok ok po lahat ng items gumagana bili po aq ulit if maubos ito thanks seller at sa rider,ok ok ok ok po item gumagana bili po aq ulit maubo rider,2,2
5,sounds excellent excellent may nagpa order lng sakin nito sabi niya lng received niya na pero di niya sinabi kung ok nman or what but i think nagustuhan niya nman at ik nman kita q din na lagi niyang dala dala e ingay din lagi may kausap yung nga lng ginagamit lng pala sa pagmamarites charrr,sound excel excel nagpa order lng sakin nito sabi lng receiv sinabi ok nman think nagustuhan nman ik nman kita q lagi dala dala e ingay lagi kausap yung lng ginagamit lng pala pagmamarit charrr,2,2
5,walkie talkies can be very effective for communication in situations where other methods such as cell phones or radios may not be practical or reliable walkie talkies are commonly used in outdoor activities such as camping hiking and hunting as well as in professional settings such as construction sites security operations and event management one of the main advantages of walkie talkies is that they do not require a cell phone network or other infrastructure to operate as long as the walkie talkies are within range of each other they can communicate effectively walkie talkies are also relatively simple to use and can be a cost effective option for short range communication needs however the effectiveness of walkie talkies can be impacted by several factors including the range of the devices the environment in which they are being used and the quality of the devices themselves the range of walkie talkies can vary depending on the specific model and frequency used with some models capable of transmitting up to several miles while others are limited to only a few hundred feet the environment in which the walkie talkies are being used can also impact their effectiveness as obstructions such as buildings or hills can limit the range of the devices additionally the quality of the devices themselves can impact their effectiveness with more expensive and higher quality walkie talkies typically offering better range and clearer communication,walki talki effect communic situat method cell phone radio practic reliabl walki talki common use outdoor activ camp hike hunt well profession set construct site secur oper event manag one main advantag walki talki requir cell phone network infrastructur oper long walki talki within rang communic effect walki talki also relat simpl use cost effect option short rang communic need howev effect walki talki impact sever factor includ rang devic environ use qualiti devic rang walki talki vari depend specif model frequenc use model capabl transmit sever mile other limit hundr foot environ walki talki use also impact effect obstruct build hill limit rang devic addit qualiti devic impact effect expens higher qualiti walki talki typic offer better rang clearer communic,2,2
5,goods sana tumagal at malayo ang maabot ng signal hnd naka abot s km salamat seller,good sana tumag malayo maabot signal hnd naka abot km,2,2
5,m m everything second time na bili ko na to yung ka work ko kasi nakita yung watch na gamit ko at nagustuhan din nya may pa akong nabudol dito hahahaha no need to buy an apple watch worth k kasi superb ang quality nito,everyth second time bili yung work yung watch gamit nagustuhan nya akong nabudol hahahaha need buy appl watch worth k superb qualiti nito,2,2
4,good price acceptable the infinix moi w arrived to compete in the crowded circuit of budget oriented smart watches the product does exactly what the official site advertised nothing more nothing less that being said don t expect a top of the line smart watch yes you can speak through the watch but that also means your watch will be your only output the details are decently cool the details are good looking and many apps built in helps even if the touch screen is not a gorilla or amoled it s very responsive and smooth to the touch push notifications are quite hard to read but as i said for a peso watch it does exactly what you expect and a bit more easily could be a nice gift for the kids or a non picky person i recommend the official store fast shipping and nice delivery,good price accept infinix moi w arriv compet crowd circuit budget orient smart watch product exact offici site advertis noth noth le said expect top line smart watch yes speak watch also mean watch output detail decent cool detail good look mani app built help even touch screen gorilla amol respons smooth touch push notif quit hard read said peso watch exact expect bit easili could nice gift kid non picki person recommend offici store fast ship nice deliveri,2,2
5,working so far im concern with the battery i have not tried it yet i ll try yung bluetooth sa phone kung gaanu katagal ordered silver strap pero nagulat ako may black strap rin hehhe you may kapalitan at least editing after days better get another strap kase etong strap na kasama bumibitaw sya buti nasalo ko last time yung relo bigla nalang natanggal battery charging from to took i think nasa hours ata pero naka off naman yung bluetooth as watch lang talaga function nya nabawasan na ng a day,work far im concern batteri tri yet tri yung bluetooth phone gaanu katag order silver strap nagulat black strap rin hehh kapalitan least edit day better get anoth strap kase etong strap kasama bumibitaw sya buti nasalo last time yung relo bigla nalang natangg batteri charg took think nasa hour ata naka naman yung bluetooth watch lang talaga function nya nabawasan day,2,2
5,good for its price smart watch mukhang matibay mabilis mag charge matagal malowbat ang ganda niya nagana lahat hindi plastic recommended ko siya,good price smart watch mukhang matibay mabili charg matag malowbat ganda nagana plastic recommend,2,2
5,sira ayung binigay sa akin ataw mag on at ayaw mag charge nag chat ako mismo sa seller ang kupad sumagot at ang tagal tagal mag replay akala ko ok ang quality kc ang gaganda ng review,sira ayung binigay ataw ayaw charg nag chat kupad sumagot tagal tagal replay ok qualiti kc gaganda review,2,2
4,good good good maganda ang item nagustuhan ko sana magtagal you seller and sa j t rider you din shopee,good good good maganda item nagustuhan sana magtag j rider shope,2,2
5,good superb sana magtagal first time to buy this product if i tested that it is okay i ll buy for my husband and son planning to buy also the infinix zero you seller,good superb sana magtag first time buy product test okay buy husband son plan buy also infinix zero,2,2
4,all goods hindi lag responsive touch the best for its price ordered place february received february nung dumating nag operate ako naging konti lang yupi ng box pero no issue hindi lag kapag inooperate makapal bubble rap napaka effort ng seller secure and sealed ang item with extra strap black luwag sakin parehas hehe gumagana ang magnetic charger charging naman e almost hr above sa connected sa bluetooth and rdfit app may konting dents sa silver cover nya parang replica design and feature ng iwatch series mm nasa back ng watch mah battery capacity nag iinit yung iwatch and yung circle sa charger while charging matagal siguro ma lowbat if gagamitin mo lang sya kapag magche check ng time dahil st time smart watch ko to ginamit ko agad ng hindi nagbabasa ng manual sana magtagal at hindi mag bago ang performance and also the battery life still observing you seller more buyers to come godbless followed up review sorry star na lang kase agad nabawas sa standby na naka power on iniwan ko ng naka power on nung pm kagabi at naging nung am days siguro ang battery life nito na naka standby pag naka power on lang di ko lang sure kung ganon din kapag continuous ang pag gamit,good lag respons touch best price order place februari receiv februari nung dumat nag oper konti lang yupi box issu lag inooper makap bubbl rap effort secur seal item extra strap black luwag sakin pareha hehe gumagana magnet charger charg naman e almost hr connect bluetooth rdfit app kont dent silver cover nya parang replica design featur iwatch seri mm nasa back watch mah batteri capac nag iinit yung iwatch yung circl charger charg matag siguro lowbat gagamitin mo lang sya magch check time st time smart watch ginamit agad nagbabasa manual sana magtag perform also batteri life still observ buyer come godbless follow review sorri star lang kase agad nabawa standbi naka power iniwan naka power nung pm kagabi nung day siguro batteri life nito naka standbi pag naka power lang lang sure ganon continu pag gamit,2,2
5,ok affordable not yet sure i will share my thoughts on this product to help other customers very affordable is the price,ok afford yet sure share thought product help custom afford price,2,2
5,nice and smooth fb messages heart rate bp sp sleep good mahirap sya iconnect at first nag restart ako ng phone at ng smart watch then forget device tpos saka ulit ipinair sa bluetooth need i download ung rdfit app so far okay sya working nagpplay din ang music at malakas speaker nya narerecord din sleep and awake cycles makati lang ung strap or bka di lang sanay ung balat ko,nice smooth fb messag heart rate bp sp sleep good mahirap sya iconnect first nag restart phone smart watch forget devic tpos saka ulit ipinair bluetooth need download ung rdfit app far okay sya work nagpplay music malaka speaker nya narerecord sleep awak cycl makati lang ung strap bka lang sanay ung balat,2,2
5,great works perfectly with my infinix zero g great bumili na kayo sulit na sulit works great with my infinix zero g,great work perfect infinix zero g great bumili sulit sulit work great infinix zero g,2,2
5,maganda quality mabilis at madaling gamitin,maganda qualiti mabili madal gamitin,2,2
5,nice good good good,nice good good good,2,2
5,to be checked pa lang slick style in affordable price will see just use it pa lang bigger screen nice strap and elegant affordable price lots of watch face to chose from,check lang slick style afford price see use lang bigger screen nice strap eleg afford price lot watch face chose,2,2
5,good good good salamat seller ang bilis ng shipping ang ganda ng smart watch at earbuds sobrang nagustuhan ko you ulit till next order,good good good bili ship ganda smart watch earbud sobrang nagustuhan ulit till next order,2,2
5,excellent wireless charging excellent ang ganda nya hindi sya mahirap i connect sa cp ko infinix din kase ewan ko lang sa ibang phone brands download lang ng rdfit sa playstore para sa mga health checks wireless charging na rin pala sya for better charging experience overall ganda ng performance nya,excel wireless charg excel ganda nya sya mahirap connect cp infinix kase ewan lang ibang phone brand download lang rdfit playstor health check wireless charg rin pala sya better charg experi overal ganda perform nya,2,2
1,defective battery works well with my infinix zero g review edited after days of usages battery didn t last long as the product promised it went off on its th day i ve asked them if they do have warranty for these units sad to say none i was about to check out my send order good thing it happened its just a waste of money,defect batteri work well infinix zero g review edit day usag batteri last long product promis went th day ask warranti unit sad say none check send order good thing happen wast money,0,0
5,very satisfied very good solid thankyou seller this is amazing products that i received i will order again soon,satisfi good solid amaz product receiv order soon,2,2
5,mab ilis delivery and mag anda yung quality me dyo na nini bago pa ako sa lamat seller sa uulit in god bless,mab ili deliveri anda yung qualiti dyo nini lamat uulit god bless,2,2
4,for a branded product it s very very affordable well packaged materials are of high quality may buy again depending on its durability,brand product afford well packag materi high qualiti buy depend durabl,2,2
5,nice good smooth maganda sya quality dn all goods,nice good smooth maganda sya qualiti dn good,2,2
5,good excellent ok the item has arrived well packed and fast shipping its my second time to order in this shop you,good excel ok item arriv well pack fast ship second time order shop,2,2
5,everything no need to buy the expensive apple watch kasi halos same sila ng functions and itsura best purchase may nabudol pa ako na kong ka workmate bumili din sila,everyth need buy expens appl watch halo function itsura best purchas nabudol workmat bumili,2,2
5,good napaka sulit nya at napaka solid nya salamat seller at sa driver good,good sulit nya solid nya driver good,2,2
